,Datum,Wijken en buurten,Soort misdrijf,Perioden,Geregistreerde misdrijven (aantal)
6695,2017-10-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2017 oktober,62.0
6696,2017-09-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2017 september,62.0
6697,2018-04-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 april,46.0
6698,2018-08-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 augustus,45.0
6699,2018-12-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 december,46.0
6700,2018-02-28,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 februari,23.0
6701,2018-01-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 januari ,31.0
6702,2018-07-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 juli,49.0
6703,2018-06-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 juni,37.0
6704,2018-03-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 maart,26.0
6705,2018-05-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 mei,43.0
6706,2018-11-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 november,28.0
6707,2018-10-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 oktober,59.0
6708,2018-09-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2018 september,53.0
6709,2019-04-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 april,72.0
6710,2019-08-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 augustus,48.0
6711,2019-12-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 december,32.0
6712,2019-02-28,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 februari,38.0
6713,2019-01-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 januari,30.0
6714,2019-07-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 juli,41.0
6715,2019-06-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 juni,50.0
6716,2019-03-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 maart,55.0
6717,2019-05-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 mei,64.0
6718,2019-11-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 november,43.0
6719,2019-10-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 oktober,50.0
6720,2019-09-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2019 september,56.0
6721,2020-04-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 april,38.0
6722,2020-08-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 augustus,48.0
6723,2020-12-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 december,33.0
6724,2020-02-29,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 februari,40.0
6725,2020-01-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 januari,37.0
6726,2020-07-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 juli,48.0
6727,2020-06-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 juni,58.0
6728,2020-03-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 maart,40.0
6729,2020-05-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 mei,52.0
6730,2020-11-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 november,71.0
6731,2020-10-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 oktober,63.0
6732,2020-09-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2020 september,70.0
6733,2021-04-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 april,28.0
6734,2021-08-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 augustus,44.0
6735,2021-12-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 december,44.0
6736,2021-02-28,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 februari,28.0
6737,2021-01-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 januari,49.0
6738,2021-07-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 juli,37.0
6739,2021-06-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 juni,43.0
6740,2021-03-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 maart,39.0
6741,2021-05-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 mei,35.0
6742,2021-11-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 november,55.0
6743,2021-10-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 oktober,67.0
6744,2021-09-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2021 september,54.0
6745,2022-01-31,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2022  januari,48.0
6746,2022-04-30,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2022 april,40.0
6747,2022-02-28,Delfshaven (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",2022 februari,40.0
