,Datum,Wijken en buurten,Soort misdrijf,Perioden,Geregistreerde misdrijven (aantal)
50475,2020-01-31,Prinsenland,Totaal registraties overlast,2020 januari,23.0
50476,2020-07-31,Prinsenland,Totaal registraties overlast,2020 juli,29.0
50477,2020-06-30,Prinsenland,Totaal registraties overlast,2020 juni,24.0
50478,2020-03-31,Prinsenland,Totaal registraties overlast,2020 maart,20.0
50479,2020-05-31,Prinsenland,Totaal registraties overlast,2020 mei,30.0
50480,2020-11-30,Prinsenland,Totaal registraties overlast,2020 november,23.0
50481,2020-10-31,Prinsenland,Totaal registraties overlast,2020 oktober,33.0
50482,2020-09-30,Prinsenland,Totaal registraties overlast,2020 september,25.0
50483,2021-11-30,Prinsenland,Totaal registraties overlast,2021  november,20.0
50484,2021-04-30,Prinsenland,Totaal registraties overlast,2021 april,26.0
50485,2021-08-31,Prinsenland,Totaal registraties overlast,2021 augustus,22.0
50486,2021-12-31,Prinsenland,Totaal registraties overlast,2021 december,20.0
50487,2021-02-28,Prinsenland,Totaal registraties overlast,2021 februari,25.0
50488,2021-01-31,Prinsenland,Totaal registraties overlast,2021 januari,25.0
50489,2021-07-31,Prinsenland,Totaal registraties overlast,2021 juli,32.0
50490,2021-06-30,Prinsenland,Totaal registraties overlast,2021 juni,34.0
50491,2021-03-31,Prinsenland,Totaal registraties overlast,2021 maart,19.0
50492,2021-05-31,Prinsenland,Totaal registraties overlast,2021 mei,40.0
50493,2021-10-31,Prinsenland,Totaal registraties overlast,2021 oktober,14.0
50494,2021-09-30,Prinsenland,Totaal registraties overlast,2021 september,21.0
50495,2022-04-30,Prinsenland,Totaal registraties overlast,2022 april,13.0
50496,2022-02-28,Prinsenland,Totaal registraties overlast,2022 februari,22.0
50497,2022-01-31,Prinsenland,Totaal registraties overlast,2022 januari,19.0
50498,2022-03-31,Prinsenland,Totaal registraties overlast,2022 maart,17.0
50499,2022-05-31,Prinsenland,Totaal registraties overlast,2022 mei,14.0
52625,2012-04-30,Oosterflank,Geluidshinder overig,2012 april,6.0
52626,2012-08-31,Oosterflank,Geluidshinder overig,2012 augustus,12.0
52627,2012-12-31,Oosterflank,Geluidshinder overig,2012 december,10.0
52628,2012-02-29,Oosterflank,Geluidshinder overig,2012 februari,5.0
52629,2012-01-31,Oosterflank,Geluidshinder overig,2012 januari,9.0
52630,2012-07-31,Oosterflank,Geluidshinder overig,2012 juli,4.0
52631,2012-06-30,Oosterflank,Geluidshinder overig,2012 juni,8.0
52632,2012-03-31,Oosterflank,Geluidshinder overig,2012 maart,9.0
52633,2012-05-31,Oosterflank,Geluidshinder overig,2012 mei,7.0
52634,2012-11-30,Oosterflank,Geluidshinder overig,2012 november,10.0
52635,2012-10-31,Oosterflank,Geluidshinder overig,2012 oktober,9.0
52636,2012-09-30,Oosterflank,Geluidshinder overig,2012 september,10.0
52637,2013-04-30,Oosterflank,Geluidshinder overig,2013 april,10.0
52638,2013-08-31,Oosterflank,Geluidshinder overig,2013 augustus,10.0
52639,2013-12-31,Oosterflank,Geluidshinder overig,2013 december,11.0
52640,2013-02-28,Oosterflank,Geluidshinder overig,2013 februari,9.0
52641,2013-01-31,Oosterflank,Geluidshinder overig,2013 januari,11.0
52642,2013-07-31,Oosterflank,Geluidshinder overig,2013 juli,9.0
52643,2013-06-30,Oosterflank,Geluidshinder overig,2013 juni,6.0
52644,2013-03-31,Oosterflank,Geluidshinder overig,2013 maart,12.0
52645,2013-05-31,Oosterflank,Geluidshinder overig,2013 mei,4.0
52646,2013-11-30,Oosterflank,Geluidshinder overig,2013 november,9.0
52647,2013-10-31,Oosterflank,Geluidshinder overig,2013 oktober,10.0
52648,2013-09-30,Oosterflank,Geluidshinder overig,2013 september,8.0
52649,2014-02-28,Oosterflank,Geluidshinder overig,2014  februari,7.0
52650,2014-04-30,Oosterflank,Geluidshinder overig,2014 april,7.0
52651,2014-08-31,Oosterflank,Geluidshinder overig,2014 augustus,11.0
52652,2014-12-31,Oosterflank,Geluidshinder overig,2014 december,11.0
52653,2014-01-31,Oosterflank,Geluidshinder overig,2014 januari,8.0
52654,2014-07-31,Oosterflank,Geluidshinder overig,2014 juli,10.0
52655,2014-06-30,Oosterflank,Geluidshinder overig,2014 juni,14.0
52656,2014-03-31,Oosterflank,Geluidshinder overig,2014 maart,5.0
52657,2014-05-31,Oosterflank,Geluidshinder overig,2014 mei,12.0
52658,2014-11-30,Oosterflank,Geluidshinder overig,2014 november,5.0
52659,2014-10-31,Oosterflank,Geluidshinder overig,2014 oktober,10.0
52660,2014-09-30,Oosterflank,Geluidshinder overig,2014 september ,9.0
52661,2015-02-28,Oosterflank,Geluidshinder overig,2015  februari,9.0
52662,2015-04-30,Oosterflank,Geluidshinder overig,2015 april,14.0
52663,2015-08-31,Oosterflank,Geluidshinder overig,2015 augustus,14.0
52664,2015-12-31,Oosterflank,Geluidshinder overig,2015 december,9.0
52665,2015-01-31,Oosterflank,Geluidshinder overig,2015 januari,9.0
52666,2015-07-31,Oosterflank,Geluidshinder overig,2015 juli,16.0
52667,2015-06-30,Oosterflank,Geluidshinder overig,2015 juni,18.0
52668,2015-03-31,Oosterflank,Geluidshinder overig,2015 maart,12.0
52669,2015-05-31,Oosterflank,Geluidshinder overig,2015 mei,16.0
52670,2015-11-30,Oosterflank,Geluidshinder overig,2015 november,7.0
52671,2015-10-31,Oosterflank,Geluidshinder overig,2015 oktober,9.0
52672,2015-09-30,Oosterflank,Geluidshinder overig,2015 september,10.0
52673,2016-02-29,Oosterflank,Geluidshinder overig,2016  februari,10.0
52674,2016-04-30,Oosterflank,Geluidshinder overig,2016 april,16.0
52675,2016-08-31,Oosterflank,Geluidshinder overig,2016 augustus,9.0
52676,2016-12-31,Oosterflank,Geluidshinder overig,2016 december,11.0
52677,2016-01-31,Oosterflank,Geluidshinder overig,2016 januari,6.0
52678,2016-07-31,Oosterflank,Geluidshinder overig,2016 juli,8.0
52679,2016-06-30,Oosterflank,Geluidshinder overig,2016 juni,9.0
52680,2016-03-31,Oosterflank,Geluidshinder overig,2016 maart,3.0
52681,2016-05-31,Oosterflank,Geluidshinder overig,2016 mei,8.0
52682,2016-11-30,Oosterflank,Geluidshinder overig,2016 november,8.0
52683,2016-10-31,Oosterflank,Geluidshinder overig,2016 oktober,9.0
52684,2016-09-30,Oosterflank,Geluidshinder overig,2016 september,10.0
52685,2017-04-30,Oosterflank,Geluidshinder overig,2017 april,10.0
52686,2017-08-31,Oosterflank,Geluidshinder overig,2017 augustus,5.0
52687,2017-12-31,Oosterflank,Geluidshinder overig,2017 december,2.0
52688,2017-02-28,Oosterflank,Geluidshinder overig,2017 februari,10.0
52689,2017-01-31,Oosterflank,Geluidshinder overig,2017 januari,7.0
52690,2017-07-31,Oosterflank,Geluidshinder overig,2017 juli,11.0
52691,2017-06-30,Oosterflank,Geluidshinder overig,2017 juni,7.0
52692,2017-03-31,Oosterflank,Geluidshinder overig,2017 maart,9.0
52693,2017-05-31,Oosterflank,Geluidshinder overig,2017 mei,8.0
52694,2017-11-30,Oosterflank,Geluidshinder overig,2017 november,5.0
52695,2017-10-31,Oosterflank,Geluidshinder overig,2017 oktober,6.0
52696,2017-09-30,Oosterflank,Geluidshinder overig,2017 september,5.0
52697,2018-04-30,Oosterflank,Geluidshinder overig,2018 april,8.0
52698,2018-08-31,Oosterflank,Geluidshinder overig,2018 augustus,10.0
52699,2018-12-31,Oosterflank,Geluidshinder overig,2018 december,13.0
52700,2018-02-28,Oosterflank,Geluidshinder overig,2018 februari,5.0
52701,2018-01-31,Oosterflank,Geluidshinder overig,2018 januari ,6.0
52702,2018-07-31,Oosterflank,Geluidshinder overig,2018 juli,13.0
52703,2018-06-30,Oosterflank,Geluidshinder overig,2018 juni,9.0
52704,2018-03-31,Oosterflank,Geluidshinder overig,2018 maart,13.0
52705,2018-05-31,Oosterflank,Geluidshinder overig,2018 mei,9.0
52706,2018-11-30,Oosterflank,Geluidshinder overig,2018 november,6.0
52707,2018-10-31,Oosterflank,Geluidshinder overig,2018 oktober,13.0
52708,2018-09-30,Oosterflank,Geluidshinder overig,2018 september,13.0
52709,2019-04-30,Oosterflank,Geluidshinder overig,2019 april,15.0
52710,2019-08-31,Oosterflank,Geluidshinder overig,2019 augustus,14.0
52711,2019-12-31,Oosterflank,Geluidshinder overig,2019 december,6.0
52712,2019-02-28,Oosterflank,Geluidshinder overig,2019 februari,12.0
52713,2019-01-31,Oosterflank,Geluidshinder overig,2019 januari,7.0
52714,2019-07-31,Oosterflank,Geluidshinder overig,2019 juli,12.0
52715,2019-06-30,Oosterflank,Geluidshinder overig,2019 juni,10.0
52716,2019-03-31,Oosterflank,Geluidshinder overig,2019 maart,5.0
52717,2019-05-31,Oosterflank,Geluidshinder overig,2019 mei,14.0
52718,2019-11-30,Oosterflank,Geluidshinder overig,2019 november,10.0
52719,2019-10-31,Oosterflank,Geluidshinder overig,2019 oktober,10.0
52720,2019-09-30,Oosterflank,Geluidshinder overig,2019 september,14.0
52721,2020-04-30,Oosterflank,Geluidshinder overig,2020 april,15.0
52722,2020-08-31,Oosterflank,Geluidshinder overig,2020 augustus,9.0
52723,2020-12-31,Oosterflank,Geluidshinder overig,2020 december,9.0
52724,2020-02-29,Oosterflank,Geluidshinder overig,2020 februari,4.0
52725,2020-01-31,Oosterflank,Geluidshinder overig,2020 januari,6.0
52726,2020-07-31,Oosterflank,Geluidshinder overig,2020 juli,18.0
52727,2020-06-30,Oosterflank,Geluidshinder overig,2020 juni,7.0
52728,2020-03-31,Oosterflank,Geluidshinder overig,2020 maart,8.0
52729,2020-05-31,Oosterflank,Geluidshinder overig,2020 mei,12.0
52730,2020-11-30,Oosterflank,Geluidshinder overig,2020 november,9.0
52731,2020-10-31,Oosterflank,Geluidshinder overig,2020 oktober,14.0
52732,2020-09-30,Oosterflank,Geluidshinder overig,2020 september,8.0
52733,2021-11-30,Oosterflank,Geluidshinder overig,2021  november,9.0
52734,2021-04-30,Oosterflank,Geluidshinder overig,2021 april,8.0
52735,2021-08-31,Oosterflank,Geluidshinder overig,2021 augustus,13.0
52736,2021-12-31,Oosterflank,Geluidshinder overig,2021 december,6.0
52737,2021-02-28,Oosterflank,Geluidshinder overig,2021 februari,7.0
52738,2021-01-31,Oosterflank,Geluidshinder overig,2021 januari,7.0
52739,2021-07-31,Oosterflank,Geluidshinder overig,2021 juli,18.0
52740,2021-06-30,Oosterflank,Geluidshinder overig,2021 juni,9.0
52741,2021-03-31,Oosterflank,Geluidshinder overig,2021 maart,10.0
52742,2021-05-31,Oosterflank,Geluidshinder overig,2021 mei,22.0
52743,2021-10-31,Oosterflank,Geluidshinder overig,2021 oktober,11.0
52744,2021-09-30,Oosterflank,Geluidshinder overig,2021 september,13.0
52745,2022-04-30,Oosterflank,Geluidshinder overig,2022 april,5.0
52746,2022-02-28,Oosterflank,Geluidshinder overig,2022 februari,8.0
52747,2022-01-31,Oosterflank,Geluidshinder overig,2022 januari,15.0
52748,2022-03-31,Oosterflank,Geluidshinder overig,2022 maart,6.0
52749,2022-05-31,Oosterflank,Geluidshinder overig,2022 mei,4.0
56125,2012-04-30,Oud Charlois,Geluidshinder overig,2012 april,11.0
56126,2012-08-31,Oud Charlois,Geluidshinder overig,2012 augustus,19.0
56127,2012-12-31,Oud Charlois,Geluidshinder overig,2012 december,14.0
56128,2012-02-29,Oud Charlois,Geluidshinder overig,2012 februari,7.0
56129,2012-01-31,Oud Charlois,Geluidshinder overig,2012 januari,14.0
56130,2012-07-31,Oud Charlois,Geluidshinder overig,2012 juli,18.0
56131,2012-06-30,Oud Charlois,Geluidshinder overig,2012 juni,14.0
56132,2012-03-31,Oud Charlois,Geluidshinder overig,2012 maart,10.0
56133,2012-05-31,Oud Charlois,Geluidshinder overig,2012 mei,13.0
56134,2012-11-30,Oud Charlois,Geluidshinder overig,2012 november,15.0
56135,2012-10-31,Oud Charlois,Geluidshinder overig,2012 oktober,13.0
56136,2012-09-30,Oud Charlois,Geluidshinder overig,2012 september,22.0
56137,2013-04-30,Oud Charlois,Geluidshinder overig,2013 april,23.0
56138,2013-08-31,Oud Charlois,Geluidshinder overig,2013 augustus,27.0
56139,2013-12-31,Oud Charlois,Geluidshinder overig,2013 december,10.0
56140,2013-02-28,Oud Charlois,Geluidshinder overig,2013 februari,7.0
56141,2013-01-31,Oud Charlois,Geluidshinder overig,2013 januari,11.0
56142,2013-07-31,Oud Charlois,Geluidshinder overig,2013 juli,23.0
56143,2013-06-30,Oud Charlois,Geluidshinder overig,2013 juni,12.0
56144,2013-03-31,Oud Charlois,Geluidshinder overig,2013 maart,23.0
56145,2013-05-31,Oud Charlois,Geluidshinder overig,2013 mei,22.0
56146,2013-11-30,Oud Charlois,Geluidshinder overig,2013 november,16.0
56147,2013-10-31,Oud Charlois,Geluidshinder overig,2013 oktober,10.0
56148,2013-09-30,Oud Charlois,Geluidshinder overig,2013 september,20.0
56149,2014-02-28,Oud Charlois,Geluidshinder overig,2014  februari,15.0
56150,2014-04-30,Oud Charlois,Geluidshinder overig,2014 april,10.0
56151,2014-08-31,Oud Charlois,Geluidshinder overig,2014 augustus,17.0
56152,2014-12-31,Oud Charlois,Geluidshinder overig,2014 december,15.0
56153,2014-01-31,Oud Charlois,Geluidshinder overig,2014 januari,24.0
56154,2014-07-31,Oud Charlois,Geluidshinder overig,2014 juli,23.0
56155,2014-06-30,Oud Charlois,Geluidshinder overig,2014 juni,14.0
56156,2014-03-31,Oud Charlois,Geluidshinder overig,2014 maart,13.0
56157,2014-05-31,Oud Charlois,Geluidshinder overig,2014 mei,25.0
56158,2014-11-30,Oud Charlois,Geluidshinder overig,2014 november,23.0
56159,2014-10-31,Oud Charlois,Geluidshinder overig,2014 oktober,22.0
56160,2014-09-30,Oud Charlois,Geluidshinder overig,2014 september ,28.0
56161,2015-02-28,Oud Charlois,Geluidshinder overig,2015  februari,10.0
56162,2015-04-30,Oud Charlois,Geluidshinder overig,2015 april,15.0
56163,2015-08-31,Oud Charlois,Geluidshinder overig,2015 augustus,15.0
56164,2015-12-31,Oud Charlois,Geluidshinder overig,2015 december,21.0
56165,2015-01-31,Oud Charlois,Geluidshinder overig,2015 januari,15.0
56166,2015-07-31,Oud Charlois,Geluidshinder overig,2015 juli,16.0
56167,2015-06-30,Oud Charlois,Geluidshinder overig,2015 juni,24.0
56168,2015-03-31,Oud Charlois,Geluidshinder overig,2015 maart,10.0
56169,2015-05-31,Oud Charlois,Geluidshinder overig,2015 mei,15.0
56170,2015-11-30,Oud Charlois,Geluidshinder overig,2015 november,17.0
56171,2015-10-31,Oud Charlois,Geluidshinder overig,2015 oktober,16.0
56172,2015-09-30,Oud Charlois,Geluidshinder overig,2015 september,17.0
56173,2016-02-29,Oud Charlois,Geluidshinder overig,2016  februari,18.0
56174,2016-04-30,Oud Charlois,Geluidshinder overig,2016 april,11.0
56175,2016-08-31,Oud Charlois,Geluidshinder overig,2016 augustus,16.0
56176,2016-12-31,Oud Charlois,Geluidshinder overig,2016 december,11.0
56177,2016-01-31,Oud Charlois,Geluidshinder overig,2016 januari,19.0
56178,2016-07-31,Oud Charlois,Geluidshinder overig,2016 juli,12.0
56179,2016-06-30,Oud Charlois,Geluidshinder overig,2016 juni,20.0
56180,2016-03-31,Oud Charlois,Geluidshinder overig,2016 maart,23.0
56181,2016-05-31,Oud Charlois,Geluidshinder overig,2016 mei,18.0
56182,2016-11-30,Oud Charlois,Geluidshinder overig,2016 november,8.0
56183,2016-10-31,Oud Charlois,Geluidshinder overig,2016 oktober,10.0
56184,2016-09-30,Oud Charlois,Geluidshinder overig,2016 september,25.0
56185,2017-04-30,Oud Charlois,Geluidshinder overig,2017 april,12.0
56186,2017-08-31,Oud Charlois,Geluidshinder overig,2017 augustus,10.0
56187,2017-12-31,Oud Charlois,Geluidshinder overig,2017 december,13.0
56188,2017-02-28,Oud Charlois,Geluidshinder overig,2017 februari,8.0
56189,2017-01-31,Oud Charlois,Geluidshinder overig,2017 januari,8.0
56190,2017-07-31,Oud Charlois,Geluidshinder overig,2017 juli,10.0
56191,2017-06-30,Oud Charlois,Geluidshinder overig,2017 juni,18.0
56192,2017-03-31,Oud Charlois,Geluidshinder overig,2017 maart,16.0
56193,2017-05-31,Oud Charlois,Geluidshinder overig,2017 mei,16.0
56194,2017-11-30,Oud Charlois,Geluidshinder overig,2017 november,11.0
56195,2017-10-31,Oud Charlois,Geluidshinder overig,2017 oktober,9.0
56196,2017-09-30,Oud Charlois,Geluidshinder overig,2017 september,16.0
56197,2018-04-30,Oud Charlois,Geluidshinder overig,2018 april,28.0
56198,2018-08-31,Oud Charlois,Geluidshinder overig,2018 augustus,14.0
56199,2018-12-31,Oud Charlois,Geluidshinder overig,2018 december,7.0
56200,2018-02-28,Oud Charlois,Geluidshinder overig,2018 februari,14.0
56201,2018-01-31,Oud Charlois,Geluidshinder overig,2018 januari ,11.0
56202,2018-07-31,Oud Charlois,Geluidshinder overig,2018 juli,18.0
56203,2018-06-30,Oud Charlois,Geluidshinder overig,2018 juni,27.0
56204,2018-03-31,Oud Charlois,Geluidshinder overig,2018 maart,19.0
56205,2018-05-31,Oud Charlois,Geluidshinder overig,2018 mei,22.0
56206,2018-11-30,Oud Charlois,Geluidshinder overig,2018 november,10.0
56207,2018-10-31,Oud Charlois,Geluidshinder overig,2018 oktober,10.0
56208,2018-09-30,Oud Charlois,Geluidshinder overig,2018 september,6.0
56209,2019-04-30,Oud Charlois,Geluidshinder overig,2019 april,6.0
56210,2019-08-31,Oud Charlois,Geluidshinder overig,2019 augustus,7.0
56211,2019-12-31,Oud Charlois,Geluidshinder overig,2019 december,12.0
56212,2019-02-28,Oud Charlois,Geluidshinder overig,2019 februari,16.0
56213,2019-01-31,Oud Charlois,Geluidshinder overig,2019 januari,10.0
56214,2019-07-31,Oud Charlois,Geluidshinder overig,2019 juli,11.0
56215,2019-06-30,Oud Charlois,Geluidshinder overig,2019 juni,11.0
56216,2019-03-31,Oud Charlois,Geluidshinder overig,2019 maart,9.0
56217,2019-05-31,Oud Charlois,Geluidshinder overig,2019 mei,14.0
56218,2019-11-30,Oud Charlois,Geluidshinder overig,2019 november,11.0
56219,2019-10-31,Oud Charlois,Geluidshinder overig,2019 oktober,10.0
56220,2019-09-30,Oud Charlois,Geluidshinder overig,2019 september,11.0
56221,2020-04-30,Oud Charlois,Geluidshinder overig,2020 april,27.0
56222,2020-08-31,Oud Charlois,Geluidshinder overig,2020 augustus,32.0
56223,2020-12-31,Oud Charlois,Geluidshinder overig,2020 december,26.0
56224,2020-02-29,Oud Charlois,Geluidshinder overig,2020 februari,7.0
56225,2020-01-31,Oud Charlois,Geluidshinder overig,2020 januari,13.0
56226,2020-07-31,Oud Charlois,Geluidshinder overig,2020 juli,25.0
56227,2020-06-30,Oud Charlois,Geluidshinder overig,2020 juni,20.0
56228,2020-03-31,Oud Charlois,Geluidshinder overig,2020 maart,10.0
56229,2020-05-31,Oud Charlois,Geluidshinder overig,2020 mei,21.0
56230,2020-11-30,Oud Charlois,Geluidshinder overig,2020 november,24.0
56231,2020-10-31,Oud Charlois,Geluidshinder overig,2020 oktober,18.0
56232,2020-09-30,Oud Charlois,Geluidshinder overig,2020 september,16.0
56233,2021-11-30,Oud Charlois,Geluidshinder overig,2021  november,21.0
56234,2021-04-30,Oud Charlois,Geluidshinder overig,2021 april,23.0
56235,2021-08-31,Oud Charlois,Geluidshinder overig,2021 augustus,16.0
56236,2021-12-31,Oud Charlois,Geluidshinder overig,2021 december,26.0
56237,2021-02-28,Oud Charlois,Geluidshinder overig,2021 februari,21.0
56238,2021-01-31,Oud Charlois,Geluidshinder overig,2021 januari,27.0
56239,2021-07-31,Oud Charlois,Geluidshinder overig,2021 juli,12.0
56240,2021-06-30,Oud Charlois,Geluidshinder overig,2021 juni,22.0
56241,2021-03-31,Oud Charlois,Geluidshinder overig,2021 maart,18.0
56242,2021-05-31,Oud Charlois,Geluidshinder overig,2021 mei,28.0
56243,2021-10-31,Oud Charlois,Geluidshinder overig,2021 oktober,12.0
56244,2021-09-30,Oud Charlois,Geluidshinder overig,2021 september,20.0
56245,2022-04-30,Oud Charlois,Geluidshinder overig,2022 april,8.0
56246,2022-02-28,Oud Charlois,Geluidshinder overig,2022 februari,12.0
56247,2022-01-31,Oud Charlois,Geluidshinder overig,2022 januari,8.0
56248,2022-03-31,Oud Charlois,Geluidshinder overig,2022 maart,9.0
56249,2022-05-31,Oud Charlois,Geluidshinder overig,2022 mei,7.0
56625,2012-04-30,Zuidplein,2.5.2 Winkeldiefstal,2012 april,33.0
56626,2012-08-31,Zuidplein,2.5.2 Winkeldiefstal,2012 augustus,29.0
56627,2012-12-31,Zuidplein,2.5.2 Winkeldiefstal,2012 december,15.0
56628,2012-02-29,Zuidplein,2.5.2 Winkeldiefstal,2012 februari,17.0
56629,2012-01-31,Zuidplein,2.5.2 Winkeldiefstal,2012 januari,19.0
56630,2012-07-31,Zuidplein,2.5.2 Winkeldiefstal,2012 juli,19.0
56631,2012-06-30,Zuidplein,2.5.2 Winkeldiefstal,2012 juni,33.0
56632,2012-03-31,Zuidplein,2.5.2 Winkeldiefstal,2012 maart,40.0
56633,2012-05-31,Zuidplein,2.5.2 Winkeldiefstal,2012 mei,40.0
56634,2012-11-30,Zuidplein,2.5.2 Winkeldiefstal,2012 november,35.0
56635,2012-10-31,Zuidplein,2.5.2 Winkeldiefstal,2012 oktober,36.0
56636,2012-09-30,Zuidplein,2.5.2 Winkeldiefstal,2012 september,24.0
56637,2013-04-30,Zuidplein,2.5.2 Winkeldiefstal,2013 april,32.0
56638,2013-08-31,Zuidplein,2.5.2 Winkeldiefstal,2013 augustus,29.0
56639,2013-12-31,Zuidplein,2.5.2 Winkeldiefstal,2013 december,34.0
56640,2013-02-28,Zuidplein,2.5.2 Winkeldiefstal,2013 februari,33.0
56641,2013-01-31,Zuidplein,2.5.2 Winkeldiefstal,2013 januari,29.0
56642,2013-07-31,Zuidplein,2.5.2 Winkeldiefstal,2013 juli,23.0
56643,2013-06-30,Zuidplein,2.5.2 Winkeldiefstal,2013 juni,29.0
56644,2013-03-31,Zuidplein,2.5.2 Winkeldiefstal,2013 maart,61.0
56645,2013-05-31,Zuidplein,2.5.2 Winkeldiefstal,2013 mei,33.0
56646,2013-11-30,Zuidplein,2.5.2 Winkeldiefstal,2013 november,27.0
56647,2013-10-31,Zuidplein,2.5.2 Winkeldiefstal,2013 oktober,32.0
56648,2013-09-30,Zuidplein,2.5.2 Winkeldiefstal,2013 september,20.0
56649,2014-02-28,Zuidplein,2.5.2 Winkeldiefstal,2014  februari,18.0
56650,2014-04-30,Zuidplein,2.5.2 Winkeldiefstal,2014 april,18.0
56651,2014-08-31,Zuidplein,2.5.2 Winkeldiefstal,2014 augustus,22.0
56652,2014-12-31,Zuidplein,2.5.2 Winkeldiefstal,2014 december,22.0
56653,2014-01-31,Zuidplein,2.5.2 Winkeldiefstal,2014 januari,26.0
56654,2014-07-31,Zuidplein,2.5.2 Winkeldiefstal,2014 juli,17.0
56655,2014-06-30,Zuidplein,2.5.2 Winkeldiefstal,2014 juni,20.0
56656,2014-03-31,Zuidplein,2.5.2 Winkeldiefstal,2014 maart,30.0
56657,2014-05-31,Zuidplein,2.5.2 Winkeldiefstal,2014 mei,20.0
56658,2014-11-30,Zuidplein,2.5.2 Winkeldiefstal,2014 november,28.0
56659,2014-10-31,Zuidplein,2.5.2 Winkeldiefstal,2014 oktober,20.0
56660,2014-09-30,Zuidplein,2.5.2 Winkeldiefstal,2014 september ,16.0
56661,2015-02-28,Zuidplein,2.5.2 Winkeldiefstal,2015  februari,24.0
56662,2015-04-30,Zuidplein,2.5.2 Winkeldiefstal,2015 april,31.0
56663,2015-08-31,Zuidplein,2.5.2 Winkeldiefstal,2015 augustus,28.0
56664,2015-12-31,Zuidplein,2.5.2 Winkeldiefstal,2015 december,40.0
56665,2015-01-31,Zuidplein,2.5.2 Winkeldiefstal,2015 januari,34.0
56666,2015-07-31,Zuidplein,2.5.2 Winkeldiefstal,2015 juli,29.0
56667,2015-06-30,Zuidplein,2.5.2 Winkeldiefstal,2015 juni,27.0
56668,2015-03-31,Zuidplein,2.5.2 Winkeldiefstal,2015 maart,50.0
56669,2015-05-31,Zuidplein,2.5.2 Winkeldiefstal,2015 mei,24.0
56670,2015-11-30,Zuidplein,2.5.2 Winkeldiefstal,2015 november,53.0
56671,2015-10-31,Zuidplein,2.5.2 Winkeldiefstal,2015 oktober,35.0
56672,2015-09-30,Zuidplein,2.5.2 Winkeldiefstal,2015 september,26.0
56673,2016-02-29,Zuidplein,2.5.2 Winkeldiefstal,2016  februari,29.0
56674,2016-04-30,Zuidplein,2.5.2 Winkeldiefstal,2016 april,36.0
56675,2016-08-31,Zuidplein,2.5.2 Winkeldiefstal,2016 augustus,22.0
56676,2016-12-31,Zuidplein,2.5.2 Winkeldiefstal,2016 december,32.0
56677,2016-01-31,Zuidplein,2.5.2 Winkeldiefstal,2016 januari,31.0
56678,2016-07-31,Zuidplein,2.5.2 Winkeldiefstal,2016 juli,18.0
56679,2016-06-30,Zuidplein,2.5.2 Winkeldiefstal,2016 juni,31.0
56680,2016-03-31,Zuidplein,2.5.2 Winkeldiefstal,2016 maart,34.0
56681,2016-05-31,Zuidplein,2.5.2 Winkeldiefstal,2016 mei,33.0
56682,2016-11-30,Zuidplein,2.5.2 Winkeldiefstal,2016 november,30.0
56683,2016-10-31,Zuidplein,2.5.2 Winkeldiefstal,2016 oktober,35.0
56684,2016-09-30,Zuidplein,2.5.2 Winkeldiefstal,2016 september,25.0
56685,2017-04-30,Zuidplein,2.5.2 Winkeldiefstal,2017 april,20.0
56686,2017-08-31,Zuidplein,2.5.2 Winkeldiefstal,2017 augustus,20.0
56687,2017-12-31,Zuidplein,2.5.2 Winkeldiefstal,2017 december,31.0
56688,2017-02-28,Zuidplein,2.5.2 Winkeldiefstal,2017 februari,19.0
56689,2017-01-31,Zuidplein,2.5.2 Winkeldiefstal,2017 januari,24.0
56690,2017-07-31,Zuidplein,2.5.2 Winkeldiefstal,2017 juli,18.0
56691,2017-06-30,Zuidplein,2.5.2 Winkeldiefstal,2017 juni,21.0
56692,2017-03-31,Zuidplein,2.5.2 Winkeldiefstal,2017 maart,28.0
56693,2017-05-31,Zuidplein,2.5.2 Winkeldiefstal,2017 mei,22.0
56694,2017-11-30,Zuidplein,2.5.2 Winkeldiefstal,2017 november,38.0
56695,2017-10-31,Zuidplein,2.5.2 Winkeldiefstal,2017 oktober,34.0
56696,2017-09-30,Zuidplein,2.5.2 Winkeldiefstal,2017 september,34.0
56697,2018-04-30,Zuidplein,2.5.2 Winkeldiefstal,2018 april,23.0
56698,2018-08-31,Zuidplein,2.5.2 Winkeldiefstal,2018 augustus,24.0
56699,2018-12-31,Zuidplein,2.5.2 Winkeldiefstal,2018 december,28.0
56700,2018-02-28,Zuidplein,2.5.2 Winkeldiefstal,2018 februari,34.0
56701,2018-01-31,Zuidplein,2.5.2 Winkeldiefstal,2018 januari ,19.0
56702,2018-07-31,Zuidplein,2.5.2 Winkeldiefstal,2018 juli,26.0
56703,2018-06-30,Zuidplein,2.5.2 Winkeldiefstal,2018 juni,21.0
56704,2018-03-31,Zuidplein,2.5.2 Winkeldiefstal,2018 maart,26.0
56705,2018-05-31,Zuidplein,2.5.2 Winkeldiefstal,2018 mei,36.0
56706,2018-11-30,Zuidplein,2.5.2 Winkeldiefstal,2018 november,29.0
56707,2018-10-31,Zuidplein,2.5.2 Winkeldiefstal,2018 oktober,29.0
56708,2018-09-30,Zuidplein,2.5.2 Winkeldiefstal,2018 september,22.0
56709,2019-04-30,Zuidplein,2.5.2 Winkeldiefstal,2019 april,25.0
